,Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Intl_Plan,Vmail_Plan,Day_Calls,Day_Charge,Eve_Calls,Eve_Charge,Night_Calls,Night_Charge,Intl_Calls,Intl_Charge,State,Phone,Churn,total_mins,total_bills
1147,95,32,262.2,165.2,194.3,10.6,0,0,1,123,44.57,82,14.04,57,8.74,5,2.86,MN,340-4627,0,632.3000000000001,70.21
1148,122,0,173.6,91.7,211.7,9.7,3,0,0,110,29.51,84,7.79,103,9.53,7,2.62,NY,352-6833,0,486.7,49.45
1149,37,0,106.6,147.4,235.8,9.6,2,1,0,76,18.12,89,12.53,113,10.61,8,2.59,MD,420-2000,0,499.40000000000003,43.849999999999994
1150,132,0,193.3,128.3,162.1,11.6,5,0,0,106,32.86,94,10.91,119,7.29,4,3.13,GA,368-5437,1,495.30000000000007,54.19
1151,119,24,217.2,138.7,139.3,11.3,0,0,1,94,36.92,52,11.79,85,6.27,4,3.05,HI,418-8170,0,506.5,58.03
1152,16,0,209.5,172.8,94.1,8.8,1,0,0,89,35.62,85,14.69,102,4.23,4,2.38,AL,403-9417,0,485.2,56.919999999999995
1153,99,0,95.4,207.2,136.0,5.6,1,0,0,105,16.22,101,17.61,117,6.12,5,1.51,CT,330-6165,0,444.20000000000005,41.459999999999994
1154,76,26,214.6,205.2,134.6,8.1,1,0,1,110,36.48,87,17.44,140,6.06,2,2.19,CO,412-4185,0,562.5,62.17
1155,167,0,131.6,211.3,168.3,11.1,4,0,0,120,22.37,96,17.96,97,7.57,4,3.0,KS,409-4734,1,522.3,50.9
1156,129,0,168.4,217.1,81.6,11.8,1,0,0,117,28.63,129,18.45,100,3.67,7,3.19,NJ,348-9828,0,478.90000000000003,53.94
1157,116,0,146.4,176.6,212.6,7.8,1,0,0,123,24.89,113,15.01,102,9.57,5,2.11,FL,418-8850,0,543.4,51.58
1158,60,0,183.0,206.7,203.8,11.1,1,1,0,110,31.11,93,17.57,119,9.17,6,3.0,CA,330-8351,0,604.6,60.85
1159,128,0,103.3,245.9,161.1,6.4,0,0,0,122,17.56,123,20.9,95,7.25,7,1.73,KS,347-7773,0,516.6999999999999,47.43999999999999
1160,47,28,112.2,154.8,166.7,10.6,0,0,1,70,19.07,106,13.16,105,7.5,2,2.86,TX,392-6841,0,444.3,42.59
1161,40,0,170.7,179.1,281.9,8.2,3,1,0,55,29.02,108,15.22,89,12.69,9,2.21,MN,354-2189,0,639.9,59.14
1162,173,0,172.5,142.6,102.0,10.9,0,0,0,78,29.33,91,12.12,63,4.59,2,2.94,AK,349-9060,0,428.0,48.97999999999999
1163,157,30,194.3,243.2,322.2,7.1,1,0,1,107,33.03,108,20.67,114,14.5,5,1.92,OR,334-1311,0,766.8000000000001,70.12
1164,66,32,187.8,129.8,132.3,12.0,2,0,1,117,31.93,90,11.03,113,5.95,3,3.24,MS,415-3120,0,461.90000000000003,52.150000000000006
1165,50,26,307.1,289.4,174.9,8.0,0,1,1,94,52.21,78,24.6,109,7.87,3,2.16,VT,387-5891,0,779.4,86.84
1166,72,0,118.2,167.2,214.2,12.2,3,0,0,106,20.09,136,14.21,106,9.64,3,3.29,UT,368-8026,0,511.79999999999995,47.23
1167,130,0,154.0,205.9,233.7,12.9,1,0,0,95,26.18,106,17.5,75,10.52,1,3.48,KS,332-9446,0,606.4999999999999,57.68
1168,143,0,155.5,213.4,237.9,7.6,1,0,0,101,26.44,89,18.14,61,10.71,11,2.05,NV,393-5284,0,614.4,57.339999999999996
1169,89,0,125.6,213.0,181.7,5.4,1,1,0,108,21.35,90,18.11,108,8.18,5,1.46,DE,376-1677,0,525.6999999999999,49.1
1170,108,0,199.3,224.2,140.1,15.2,0,0,0,104,33.88,92,19.06,57,6.3,2,4.1,IN,392-2268,0,578.8000000000001,63.339999999999996
1171,32,0,157.9,180.8,132.5,12.8,1,0,0,88,26.84,132,15.37,102,5.96,3,3.46,TX,396-4311,0,484.00000000000006,51.63
1172,166,0,203.4,167.7,132.0,9.2,2,0,0,81,34.58,110,14.25,124,5.94,5,2.48,MA,363-4005,0,512.3000000000001,57.24999999999999
1173,109,0,222.2,218.5,266.0,10.9,1,0,0,113,37.77,122,18.57,88,11.97,5,2.94,VT,344-9966,0,717.6,71.25
1174,72,39,92.8,271.2,167.1,5.8,1,0,1,98,15.78,115,23.05,83,7.52,7,1.57,CA,337-7377,0,536.9,47.919999999999995
1175,134,32,216.8,102.2,174.0,8.6,0,0,1,78,36.86,111,8.69,83,7.83,2,2.32,IA,373-7037,0,501.6,55.699999999999996
1176,13,0,193.2,194.4,186.5,9.7,4,0,0,89,32.84,90,16.52,104,8.39,2,2.62,NH,356-7580,0,583.8000000000001,60.37
1177,90,0,113.2,189.3,271.8,14.1,3,0,0,108,19.24,63,16.09,124,12.23,4,3.81,GA,390-3401,0,588.4,51.370000000000005
1178,111,36,166.2,238.8,108.8,11.2,3,0,1,54,28.25,109,20.3,92,4.9,2,3.02,WI,350-9313,0,525.0,56.47
1179,101,23,262.2,157.0,129.1,7.3,1,0,1,101,44.57,80,13.35,100,5.81,14,1.97,CO,420-9009,0,555.5999999999999,65.7
1180,72,0,207.8,195.7,184.8,13.1,0,0,0,92,35.33,110,16.63,124,8.32,4,3.54,SC,415-2641,0,601.4,63.81999999999999
1181,67,35,245.4,148.2,274.0,7.5,1,0,1,89,41.72,102,12.6,136,12.33,6,2.03,MI,392-4929,0,675.1,68.68
1182,172,0,287.1,178.4,153.2,14.4,3,0,0,108,48.81,125,15.16,98,6.89,2,3.89,MD,346-5068,1,633.1,74.75
1183,154,32,192.3,165.3,205.0,9.0,2,0,1,82,32.69,134,14.05,74,9.23,1,2.43,IN,389-2631,0,571.6,58.4
1184,69,0,194.2,242.1,215.8,9.7,2,0,0,122,33.01,81,20.58,80,9.71,3,2.62,ME,368-3808,0,661.8,65.92
1185,123,0,211.0,217.0,214.8,9.8,3,0,0,92,35.87,102,18.45,104,9.67,7,2.65,DC,406-8599,0,652.5999999999999,66.64
1186,130,12,141.9,228.9,195.1,8.7,0,0,1,92,24.12,102,19.46,101,8.78,5,2.35,TN,386-7456,0,574.6,54.71
1187,142,26,220.5,239.5,254.3,5.9,2,0,1,94,37.49,126,20.36,109,11.44,9,1.59,FL,357-4936,0,720.1999999999999,70.88000000000001
1188,29,0,157.4,145.0,281.8,9.3,1,0,0,122,26.76,75,12.33,92,12.68,2,2.51,WA,397-7411,0,593.5,54.28
1189,87,28,143.5,223.5,175.4,11.2,0,0,1,106,24.4,147,19.0,69,7.89,5,3.02,HI,353-6218,0,553.6,54.31
1190,149,0,156.0,56.0,163.3,8.9,0,0,0,56,26.52,116,4.76,104,7.35,8,2.4,NE,369-5942,0,384.2,41.03
1191,146,0,160.1,208.4,177.6,9.2,2,1,0,63,27.22,112,17.71,98,7.99,3,2.48,TN,416-8543,0,555.3000000000001,55.4
1192,88,0,235.1,251.8,285.9,7.2,4,1,0,98,39.97,79,21.4,76,12.87,2,1.94,MD,358-4576,1,780.0,76.17999999999999
1193,119,15,160.0,209.5,82.3,8.7,5,1,1,95,27.2,110,17.81,107,3.7,5,2.35,NM,352-5118,1,460.5,51.06
1194,48,0,188.4,165.9,205.7,13.2,1,0,0,63,32.03,89,14.1,71,9.26,2,3.56,VT,408-2621,0,573.2,58.95
1195,135,0,194.8,235.3,174.4,11.0,1,0,0,97,33.12,118,20.0,126,7.85,3,2.97,OR,353-3994,0,615.5,63.94
1196,100,0,247.8,130.0,134.3,6.9,1,0,0,117,42.13,95,11.05,125,6.04,2,1.86,IN,367-4277,0,519.0,61.080000000000005
1197,98,0,221.2,213.6,291.8,11.9,4,0,0,80,37.6,104,18.16,89,13.13,3,3.21,MO,354-3237,0,738.4999999999999,72.1
1198,75,26,118.5,213.9,132.6,13.4,2,0,1,86,20.15,118,18.18,99,5.97,3,3.62,FL,394-8504,0,478.4,47.919999999999995
1199,180,33,231.8,232.9,206.9,7.6,1,0,1,78,39.41,79,19.8,121,9.31,4,2.05,DC,370-4139,0,679.2,70.57
1200,100,25,215.9,257.9,180.2,11.6,1,0,1,90,36.7,92,21.92,157,8.11,4,3.13,VT,382-6135,0,665.6,69.86
1201,119,35,217.1,220.8,249.5,8.0,2,0,1,92,36.91,134,18.77,93,11.23,5,2.16,OH,359-5718,0,695.4,69.07
1202,86,0,83.5,221.1,349.7,12.6,0,0,0,96,14.2,63,18.79,75,15.74,3,3.4,MO,385-3111,0,666.9,52.129999999999995
1203,155,39,183.3,205.1,263.7,5.1,1,0,1,106,31.16,101,17.43,90,11.87,7,1.38,LA,353-4880,0,657.1999999999999,61.84
1204,78,0,236.8,265.3,152.4,9.5,1,1,0,141,40.26,101,22.55,77,6.86,2,2.57,IL,343-7019,1,664.0,72.24
1205,153,0,193.8,195.3,182.7,8.5,1,0,0,90,32.95,121,16.6,108,8.22,3,2.3,NJ,419-6133,0,580.3,60.07
1206,92,25,134.0,206.0,180.6,9.7,0,0,1,112,22.78,111,17.51,118,8.13,4,2.62,IA,350-7344,0,530.3000000000001,51.040000000000006
1207,13,25,176.6,172.7,104.5,11.3,2,0,1,65,30.02,96,14.68,128,4.7,5,3.05,WA,397-6064,0,465.09999999999997,52.45
1208,154,0,191.4,205.4,205.7,10.2,3,0,0,93,32.54,119,17.46,121,9.26,3,2.75,NE,363-6896,0,612.7,62.01
1209,144,35,174.8,219.6,255.8,12.8,0,1,1,127,29.72,93,18.67,90,11.51,3,3.46,CT,416-9021,0,663.0,63.36
1210,48,0,275.2,180.2,159.0,7.9,1,0,0,67,46.78,108,15.32,110,7.15,2,2.13,WV,408-3269,0,622.3,71.38
1211,94,0,174.0,241.1,207.8,7.9,1,0,0,85,29.58,114,20.49,94,9.35,1,2.13,ND,408-9463,0,630.8000000000001,61.55
1212,139,0,165.0,249.7,170.3,12.6,1,0,0,132,28.05,86,21.22,128,7.66,8,3.4,UT,340-7062,0,597.6,60.32999999999999
1213,126,0,228.7,168.7,223.5,11.8,1,0,0,102,38.88,99,14.34,100,10.06,4,3.19,MS,417-4309,0,632.6999999999999,66.47
1214,122,0,107.9,235.8,228.6,9.5,2,0,0,88,18.34,109,20.04,119,10.29,3,2.57,MN,421-2659,0,581.8000000000001,51.239999999999995
1215,139,0,221.3,157.8,192.5,11.3,1,0,0,140,37.62,89,13.41,89,8.66,6,3.05,NH,383-2017,0,582.9,62.739999999999995
1216,95,0,141.1,211.4,103.7,5.9,3,0,0,84,23.99,108,17.97,127,4.67,6,1.59,LA,411-6294,0,462.09999999999997,48.22
1217,80,31,166.4,238.3,150.7,10.7,4,0,1,92,28.29,74,20.26,84,6.78,4,2.89,ME,332-9525,0,566.1000000000001,58.22
1218,131,28,249.6,227.2,239.9,7.6,3,0,1,87,42.43,138,19.31,92,10.8,3,2.05,KS,401-5012,0,724.3,74.58999999999999
1219,36,0,178.6,213.1,198.0,10.9,1,0,0,83,30.36,103,18.11,119,8.91,5,2.94,KS,368-8835,0,600.6,60.31999999999999
1220,180,0,139.0,224.9,170.8,15.7,2,0,0,96,23.63,64,19.12,118,7.69,5,4.24,NV,351-1382,0,550.4000000000001,54.68
1221,25,0,134.3,202.3,195.9,12.6,2,0,0,98,22.83,109,17.2,100,8.82,5,3.4,MT,359-7694,0,545.1,52.25
1222,113,0,215.9,240.1,156.7,4.9,3,0,0,93,36.7,85,20.41,123,7.05,5,1.32,MT,419-5505,0,617.6,65.47999999999999
1223,88,31,181.6,213.2,207.8,11.4,1,0,1,91,30.87,120,18.12,104,9.35,4,3.08,ID,341-4570,0,613.9999999999999,61.42
1224,120,0,178.4,168.3,120.5,9.3,1,0,0,97,30.33,113,14.31,93,5.42,9,2.51,AK,366-6991,0,476.50000000000006,52.57
1225,74,0,106.4,140.2,90.9,11.4,1,0,0,84,18.09,104,11.92,81,4.09,3,3.08,UT,377-7399,0,348.9,37.17999999999999
1226,109,0,170.7,240.2,119.0,11.4,2,0,0,101,29.02,82,20.42,112,5.36,4,3.08,AR,377-9092,0,541.3,57.879999999999995
1227,162,33,184.5,183.2,127.4,12.3,0,0,1,139,31.37,78,15.57,106,5.73,6,3.32,LA,373-6681,0,507.40000000000003,55.99
1228,124,37,161.2,204.2,231.5,8.9,1,0,1,109,27.4,79,17.36,87,10.42,4,2.4,KS,417-7736,0,605.8,57.58
1229,177,0,84.9,257.5,210.5,7.5,2,0,0,77,14.43,109,21.89,66,9.47,5,2.03,OR,393-2812,0,560.4,47.82
1230,91,0,217.9,230.1,232.1,10.6,1,0,0,71,37.04,116,19.56,110,10.44,2,2.86,WI,398-3176,0,690.7,69.89999999999999
1231,105,0,270.9,226.2,178.8,8.8,0,0,0,98,46.05,110,19.23,60,8.05,5,2.38,CO,334-8694,1,684.6999999999999,75.71
1232,24,0,243.0,183.9,184.3,15.3,0,0,0,91,41.31,77,15.63,109,8.29,6,4.13,KS,369-5449,1,626.5,69.36
1233,48,0,128.2,48.1,116.3,8.9,0,0,0,71,21.79,78,4.09,80,5.23,3,2.4,IL,380-5246,0,301.49999999999994,33.51
1234,86,0,126.3,168.8,154.6,9.8,2,0,0,115,21.47,112,14.35,95,6.96,7,2.65,IA,390-3873,0,459.50000000000006,45.43
1235,163,0,178.7,215.7,152.7,10.6,4,0,0,56,30.38,79,18.33,84,6.87,2,2.86,AZ,354-4568,0,557.6999999999999,58.43999999999999
1236,91,0,159.0,255.1,82.4,10.1,0,0,0,109,27.03,142,21.68,73,3.71,4,2.73,NE,339-6968,0,506.6,55.15
1237,56,0,150.9,161.8,167.7,11.7,3,0,0,79,25.65,87,13.75,115,7.55,5,3.16,ID,379-5933,0,492.1,50.11
1238,147,24,219.9,208.5,352.5,8.1,3,1,1,118,37.38,116,17.72,111,15.86,4,2.19,OH,365-5682,0,789.0,73.15
1239,64,0,168.0,192.4,166.5,10.1,2,0,0,116,28.56,94,16.35,98,7.49,3,2.73,TX,382-8518,0,537.0,55.129999999999995
1240,108,34,162.1,171.8,259.8,9.6,4,0,1,83,27.56,117,14.6,76,11.69,3,2.59,TN,356-8449,1,603.3000000000001,56.44
1241,159,0,198.8,195.5,213.3,16.5,5,0,0,107,33.8,91,16.62,120,9.6,7,4.46,OK,333-3460,0,624.1,64.48
1242,136,0,256.8,230.1,143.6,9.1,3,1,0,90,43.66,104,19.56,82,6.46,10,2.46,ND,375-8596,0,639.6,72.13999999999999
1243,116,35,182.8,212.7,193.8,11.0,1,0,1,122,31.08,119,18.08,103,8.72,2,2.97,MT,384-5907,0,600.3,60.849999999999994
1244,45,38,196.8,254.2,261.8,7.7,1,0,1,92,33.46,108,21.61,85,11.78,2,2.08,NC,373-2903,0,720.5,68.92999999999999
1245,122,0,140.1,231.4,188.1,11.2,2,0,0,120,23.82,128,19.67,127,8.46,5,3.02,MN,361-7702,0,570.8000000000001,54.970000000000006
1246,138,0,194.3,189.9,232.2,9.0,5,0,0,83,33.03,97,16.14,102,10.45,3,2.43,MN,388-5850,0,625.4000000000001,62.050000000000004
1247,132,0,117.6,214.0,239.5,8.8,1,0,0,66,19.99,108,18.19,94,10.78,5,2.38,MA,405-6298,0,579.9,51.34
1248,101,0,193.7,186.6,223.0,11.6,0,1,0,108,32.93,98,15.86,100,10.04,8,3.13,PA,368-2074,0,614.9,61.96
1249,58,0,243.1,231.4,180.9,7.8,2,0,0,105,41.33,108,19.67,120,8.14,4,2.11,GA,328-5050,0,663.1999999999999,71.25
1250,81,0,145.4,129.3,186.4,5.2,1,0,0,132,24.72,91,10.99,109,8.39,4,1.4,NV,395-5783,0,466.3,45.5
1251,87,0,169.1,169.9,244.9,9.9,3,0,0,105,28.75,102,14.44,106,11.02,10,2.67,TX,420-7301,0,593.8,56.879999999999995
1252,116,0,229.3,184.5,168.2,8.8,2,0,0,93,38.98,111,15.68,91,7.57,3,2.38,ME,328-2478,0,590.8,64.61
1253,85,0,197.2,211.7,210.1,8.3,4,1,0,97,33.52,115,17.99,133,9.45,4,2.24,RI,381-2460,0,627.3,63.20000000000001
1254,62,33,186.4,201.0,286.7,11.1,2,0,1,84,31.69,136,17.09,103,12.9,3,3.0,MN,390-9811,1,685.1999999999999,64.68
1255,90,0,76.1,290.3,236.9,10.8,0,0,0,121,12.94,73,24.68,89,10.66,3,2.92,NH,373-5670,0,614.0999999999999,51.2
1256,98,0,162.8,185.0,219.5,6.0,2,0,0,65,27.68,109,15.73,104,9.88,3,1.62,TN,351-7016,0,573.3,54.91
1257,73,0,182.3,199.2,120.2,18.0,1,0,0,115,30.99,97,16.93,113,5.41,5,4.86,UT,394-9934,0,519.7,58.19
1258,107,0,194.4,247.8,245.4,11.2,2,1,0,83,33.05,84,21.06,93,11.04,7,3.02,RI,422-8268,0,698.8000000000001,68.17
1259,55,20,189.3,118.6,250.2,12.5,2,0,1,95,32.18,113,10.08,102,11.26,4,3.38,NH,373-7690,0,570.5999999999999,56.9
1260,76,22,160.1,168.7,23.2,9.5,3,0,1,107,27.22,136,14.34,102,1.04,4,2.57,AK,366-9781,0,361.49999999999994,45.17
1261,30,0,145.0,240.7,197.1,7.1,3,0,0,76,24.65,112,20.46,134,8.87,4,1.92,NC,404-5427,0,589.9,55.9
1262,157,0,220.7,119.3,165.1,11.5,4,0,0,105,37.52,127,10.14,113,7.43,7,3.11,AZ,389-9783,0,516.6,58.2
1263,40,31,224.7,134.5,120.3,7.5,1,0,1,69,38.2,81,11.43,104,5.41,5,2.03,MA,351-7005,1,487.0,57.07000000000001
1264,72,0,147.0,162.3,162.9,10.5,1,0,0,79,24.99,103,13.8,80,7.33,4,2.84,TN,348-2009,0,482.70000000000005,48.959999999999994
1265,95,39,260.8,213.4,195.6,10.1,1,0,1,130,44.34,111,18.14,97,8.8,5,2.73,WY,340-4236,0,679.9000000000001,74.01
1266,42,0,155.4,164.1,157.7,9.0,0,0,0,127,26.42,45,13.95,128,7.1,3,2.43,IA,348-1528,0,486.2,49.900000000000006
1267,86,0,166.2,255.3,228.1,5.4,1,0,0,112,28.25,81,21.7,97,10.26,7,1.46,IN,365-5039,0,655.0,61.67
1268,131,0,211.8,260.5,144.2,10.8,0,0,0,115,36.01,102,22.14,96,6.49,7,2.92,NJ,411-1810,0,627.3,67.56
1269,55,45,130.5,208.4,141.6,11.0,4,0,1,114,22.19,94,17.71,114,6.37,5,2.97,FL,364-7644,1,491.5,49.24
1270,74,0,162.7,292.0,183.3,8.7,0,0,0,102,27.66,105,24.82,80,8.25,6,2.35,MT,335-9066,0,646.7,63.080000000000005
1271,81,37,237.1,264.2,271.3,7.9,1,1,1,76,40.31,125,22.46,120,12.21,3,2.13,ND,362-7581,0,780.4999999999999,77.11
1272,81,0,166.2,217.6,220.2,13.2,4,0,0,102,28.25,112,18.5,68,9.91,2,3.56,MI,346-1095,0,617.2,60.22
1273,28,0,121.7,125.8,261.6,8.3,6,0,0,48,20.69,112,10.69,122,11.77,2,2.24,MT,357-9136,1,517.4,45.39000000000001
1274,111,0,176.4,201.0,150.4,11.2,0,0,0,62,29.99,124,17.09,138,6.77,2,3.02,AL,390-7863,0,539.0,56.87
1275,3,27,67.4,244.0,281.1,11.4,2,0,1,116,11.46,78,20.74,93,12.65,2,3.08,NV,344-2416,0,603.9,47.93
1276,51,0,229.7,336.0,192.8,9.6,1,0,0,129,39.05,104,28.56,128,8.68,1,2.59,MI,373-1448,1,768.1,78.88
1277,68,24,176.0,277.9,174.7,14.7,1,0,1,118,29.92,116,23.62,71,7.86,7,3.97,FL,360-7076,0,643.3,65.37
1278,163,0,247.7,269.5,167.3,9.6,0,0,0,77,42.11,108,22.91,82,7.53,7,2.59,NY,413-2241,1,694.1,75.14
1279,87,0,115.4,262.6,245.7,13.1,2,0,0,90,19.62,68,22.32,69,11.06,5,3.54,KS,343-3961,0,636.8000000000001,56.54
1280,58,0,112.2,209.6,260.9,13.9,0,0,0,95,19.07,108,17.82,78,11.74,1,3.75,NC,375-4107,1,596.6,52.38
1281,109,0,162.6,154.0,209.7,11.5,0,0,0,138,27.64,109,13.09,118,9.44,4,3.11,MN,414-7410,0,537.8,53.28
1282,111,0,229.4,214.1,289.6,10.4,4,0,0,107,39.0,99,18.2,95,13.03,6,2.81,RI,351-2535,0,743.5,73.04
1283,144,0,139.6,124.2,95.6,15.0,2,0,0,96,23.73,93,10.56,75,4.3,4,4.05,UT,416-9615,0,374.4,42.63999999999999
1284,135,0,263.8,251.3,200.1,8.4,5,0,0,66,44.85,116,21.36,112,9.0,2,2.27,OR,377-1293,1,723.6,77.48
1285,109,46,217.5,233.7,163.9,9.0,4,0,1,123,36.98,84,19.86,99,7.38,3,2.43,SC,388-6479,0,624.1,66.65
1286,107,14,114.3,199.8,194.7,7.5,1,0,1,132,19.43,91,16.98,74,8.76,8,2.03,IL,390-2755,0,516.3,47.199999999999996
1287,149,0,196.3,136.8,154.7,7.7,2,0,0,108,33.37,96,11.63,87,6.96,3,2.08,OH,340-5930,0,495.5,54.04
1288,56,0,253.2,188.0,142.0,4.4,1,0,0,95,43.04,116,15.98,133,6.39,4,1.19,MA,401-3622,0,587.6,66.6
1289,129,0,98.0,240.7,254.8,10.5,0,0,0,99,16.66,62,20.46,123,11.47,4,2.84,OR,382-1104,0,604.0,51.43000000000001
1290,92,0,249.4,211.5,169.0,9.1,0,0,0,118,42.4,95,17.98,116,7.61,3,2.46,CA,355-9324,0,639.0,70.44999999999999
1291,67,30,129.6,233.0,297.0,14.5,1,0,1,107,22.03,104,19.81,93,13.37,5,3.92,WV,393-4843,0,674.1,59.13
1292,120,0,221.3,267.6,111.5,9.3,0,0,0,106,37.62,98,22.75,80,5.02,7,2.51,VT,401-4052,0,609.7,67.9
1293,166,0,220.7,177.8,206.1,12.4,1,0,0,106,37.52,118,15.11,102,9.27,9,3.35,ID,385-1830,0,617.0,65.25
1294,66,0,87.6,262.0,184.6,9.2,1,0,0,76,14.89,111,22.27,125,8.31,5,2.48,OR,348-7409,0,543.4000000000001,47.949999999999996
1295,76,0,203.6,161.7,175.9,8.4,0,0,0,61,34.61,127,13.74,97,7.92,3,2.27,GA,361-4910,0,549.5999999999999,58.540000000000006
1296,79,0,213.6,234.9,229.6,8.8,2,0,0,110,36.31,121,19.97,157,10.33,3,2.38,ME,415-6578,0,686.9,68.99
1297,98,31,181.6,220.7,236.3,12.9,2,0,1,112,30.87,100,18.76,121,10.63,4,3.48,HI,395-5015,0,651.4999999999999,63.74
1298,141,22,215.4,328.7,160.5,7.8,1,0,1,123,36.62,98,27.94,89,7.22,6,2.11,AZ,369-6012,0,712.4,73.89
1299,49,0,266.3,207.8,205.0,14.0,2,0,0,90,45.27,117,17.66,98,9.23,2,3.78,UT,394-4520,1,693.1,75.94000000000001
1300,46,0,199.2,175.1,210.6,10.2,3,0,0,111,33.86,83,14.88,84,9.48,2,2.75,IA,380-5873,0,595.1,60.97
1301,137,0,115.0,137.8,224.0,7.3,3,0,0,130,19.55,83,11.71,61,10.08,4,1.97,CT,372-5384,0,484.1,43.31
1302,171,0,270.5,230.0,136.0,9.6,1,0,0,69,45.99,112,19.55,111,6.12,5,2.59,WA,419-1863,1,646.1,74.25000000000001
1303,10,0,222.2,153.1,227.4,12.9,1,0,0,127,37.77,125,13.01,80,10.23,4,3.48,VA,352-5697,0,615.5999999999999,64.49000000000001
1304,88,0,61.9,262.6,212.5,8.8,3,0,0,78,10.52,114,22.32,110,9.56,2,2.38,CO,373-4274,0,545.8,44.78000000000001
1305,89,0,141.1,249.1,136.0,10.8,2,0,0,92,23.99,126,21.17,73,6.12,2,2.92,LA,382-4024,0,537.0,54.199999999999996
1306,82,0,189.2,184.4,255.8,10.6,3,0,0,81,32.16,117,15.67,83,11.51,5,2.86,TX,395-9215,1,640.0000000000001,62.199999999999996
1307,139,0,196.0,186.0,153.0,9.8,3,0,0,135,33.32,146,15.81,92,6.89,1,2.65,SD,331-9149,0,544.8,58.67
1308,87,0,171.6,205.0,170.6,13.8,0,0,0,119,29.17,107,17.43,114,7.68,4,3.73,VA,347-3958,0,561.0,58.01
1309,137,0,174.0,161.3,260.7,11.4,2,1,0,123,29.58,115,13.71,98,11.73,3,3.08,NY,389-2540,0,607.4,58.099999999999994
1310,45,0,78.6,187.3,184.2,7.4,1,0,0,106,13.36,110,15.92,111,8.29,5,2.0,WA,399-3083,1,457.49999999999994,39.57
1311,90,0,200.9,164.3,249.0,8.9,1,0,0,92,34.15,91,13.97,98,11.21,7,2.4,WI,420-8308,0,623.1,61.73
1312,103,0,141.3,253.6,215.8,6.4,1,0,0,123,24.02,87,21.56,96,9.71,2,1.73,TN,384-7724,0,617.1,57.019999999999996
1313,100,0,235.8,176.0,63.6,7.3,2,0,0,130,40.09,69,14.96,122,2.86,1,1.97,CT,389-2114,0,482.70000000000005,59.88
1314,110,0,185.1,165.1,111.6,6.3,3,0,0,100,31.47,88,14.03,104,5.02,4,1.7,WA,335-4414,0,468.09999999999997,52.22
1315,124,0,254.3,78.9,153.2,11.8,2,0,0,113,43.23,104,6.71,69,6.89,2,3.19,NH,370-5361,0,498.20000000000005,60.019999999999996
1316,10,0,183.0,214.8,206.4,8.7,2,0,0,103,31.11,77,18.26,73,9.29,6,2.35,MT,374-5965,0,612.9000000000001,61.010000000000005
1317,89,29,163.5,274.8,381.9,7.5,2,0,1,80,27.8,136,23.36,147,17.19,5,2.03,NE,420-6414,0,827.7,70.38
1318,121,0,207.9,210.5,109.6,7.7,2,0,0,98,35.34,96,17.89,114,4.93,2,2.08,WA,392-2708,0,535.7,60.24
1319,101,0,248.6,174.9,207.2,6.1,3,0,0,102,42.26,93,14.87,86,9.32,3,1.65,WI,352-7234,0,636.8000000000001,68.1
1320,103,31,185.4,197.6,147.1,14.5,2,0,1,105,31.52,126,16.8,110,6.62,4,3.92,AR,337-9878,0,544.6,58.86
1321,51,0,197.8,221.0,168.6,8.9,1,0,0,60,33.63,64,18.79,134,7.59,5,2.4,WI,350-7288,0,596.3,62.410000000000004
1322,2,0,132.1,138.9,192.6,9.1,2,1,0,42,22.46,88,11.81,119,8.67,1,2.46,DE,415-8448,1,472.70000000000005,45.400000000000006
1323,111,0,197.1,227.8,214.0,9.3,0,0,0,117,33.51,128,19.36,101,9.63,11,2.51,NH,392-6331,0,648.1999999999999,65.01
1324,118,0,154.6,184.2,217.4,12.6,2,0,0,112,26.28,105,15.66,102,9.78,5,3.4,VA,392-3315,0,568.8,55.12
1325,17,31,153.1,185.9,224.3,10.0,6,0,1,115,26.03,59,15.8,102,10.09,1,2.7,TN,382-5401,1,573.3,54.620000000000005
1326,130,0,211.2,231.1,220.9,6.3,2,0,0,119,35.9,120,19.64,80,9.94,9,1.7,VA,389-7012,0,669.4999999999999,67.18
1327,193,0,96.8,142.6,210.1,10.9,2,0,0,92,16.46,103,12.12,115,9.45,5,2.94,ID,411-4714,1,460.4,40.97
1328,114,0,172.0,276.4,193.7,10.1,1,0,0,145,29.24,101,23.49,100,8.72,9,2.73,TN,343-3846,0,652.1999999999999,64.17999999999999
1329,137,0,141.1,147.2,254.7,8.0,2,0,0,91,23.99,100,12.51,75,11.46,7,2.16,AZ,370-4395,0,551.0,50.120000000000005
1330,185,29,151.1,244.7,154.4,13.8,2,0,1,121,25.69,88,20.8,91,6.95,2,3.73,MT,422-4394,0,563.9999999999999,57.17
1331,101,0,209.6,228.8,172.4,7.6,3,0,0,107,35.63,96,19.45,85,7.76,2,2.05,OK,405-1780,0,618.4,64.89
1332,95,32,247.0,125.6,226.5,10.5,3,0,1,109,41.99,91,10.68,90,10.19,4,2.84,ID,393-2220,0,609.6,65.7
1333,7,30,221.4,165.8,247.0,10.8,1,0,1,114,37.64,116,14.09,105,11.12,12,2.92,NV,355-8299,0,645.0,65.77
